Name,Smile,Vendor
Z1233340476,Cc1ccc(-n2nc(C(=O)N(C)c3ccccn3)c3c2CCC3)c(C)c1,enamine
Z650556914,O=C(NCc1cccnc1-n1cncn1)c1ccccc1-n1cccn1,enamine
Z650634616,O=C(NCc1ccnc(OCc2ccccc2)c1)c1cc[nH]n1,enamine
Z26684396,COc1ccc(CN(C)C(=O)c2ccc(-n3cnnn3)cc2)c(OC)c1,enamine
Z1908547182,c1ccc2c(c1)CC(c1nnc(NCc3cocn3)o1)O2,enamine
Z26696202,COc1ccc(N(C)S(=O)(=O)c2cccc(C(=O)N(C)Cc3ccc(C)o3)c2)cc1,enamine
Z26714326,COc1ccc(NC(=O)c2ccc3ncsc3c2)c(OC)c1,enamine
Z955417060,CC(NC(=O)c1ccccc1F)c1nc(-c2ccc(F)cc2)no1,enamine
Z955197364,CC(C)Cc1nc(Cn2c(-c3ccccc3)noc2=O)no1,enamine
Z227068200,O=C(Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1)N1CCc2sccc2C1,enamine
Z743741172,Cn1c(C(=O)NCc2ccc(Cn3cncn3)cc2)c(Cl)c2ccccc21,enamine
Z100528454,CC(=O)N1CCN(C(=O)Cn2nc(-c3ccccc3)oc2=O)CC1,enamine
Z909712060,Cc1cc(C2CCCN2CC(=O)Nc2c(C#N)cnn2-c2ccccc2)no1,enamine
Z773320530,O=C(Nc1cccc(-c2nccs2)c1)c1cnc2ccccn2c1=O,enamine
Z26824729,CCc1nnc(NC(=O)Cc2ccc(-c3ccccc3)cc2)s1,enamine
Z26824383,CCc1nnc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)s1,enamine
Z422217614,O=C(NCc1ccc(-n2cncn2)nc1)c1ccccc1,enamine
Z1095648960,Cc1nn(C)c(=O)c(C(=O)Nc2cccc(-n3ccnc3)c2)c1C,enamine
Z1370813728,Cc1cc(C(=O)NC(C)c2noc(-c3ccc(Cl)cc3)n2)[nH]n1,enamine
Z1517599811,COc1cccc(-c2nc(C(=O)N(C)c3nc(C)cs3)c(C)[nH]2)c1,enamine
Z652561338,COc1ccc(Oc2ccc(CNC(=O)c3cc(C4CC4)[nH]n3)cn2)cc1,enamine
Z26908079,COc1ccccc1C(C)NC(=O)c1ccc(-n2cnnn2)cc1,enamine
Z959206108,NC(=O)c1cccc(CS(=O)Cc2cc(-c3ccccc3)on2)c1,enamine
Z1517750526,COc1ccc(C)nc1NC(=O)c1cn(-c2ccc(Br)cc2)cn1,enamine
Z26941942,CCN(CC1COc2ccccc2O1)C(=O)c1cnccn1,enamine
Z451935044,O=C(Nc1ccc(Oc2cnccn2)cc1)c1ccccc1-n1cccn1,enamine
Z651157826,Cc1ccc(-c2nnn(Cc3csc(-c4cnn(C)c4)n3)n2)cc1,enamine
Z1042090992,Cc1nccn1Cc1cccc(CNCc2cnn(C)c2)c1,enamine
Z27058091,COc1ccccc1C(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,enamine
Z88453539,O=C(COc1ccc(-c2ccccc2)cc1Cl)N1CCN(C(=O)C2CC2)CC1,enamine
Z27057743,CC(=O)Nc1ccc(-c2csc(NC(=O)Cn3[nH]c(=O)ccc3=O)n2)cc1,enamine
Z770494632,CC(C)c1nccn1Cc1cccc(NC(=O)Cc2noc3ccccc23)c1,enamine
Z27056977,COc1ccccc1CC(=O)Nc1nc(-c2ccc(NC(C)=O)cc2)cs1,enamine
Z27056996,CC(=O)Nc1ccc(-c2csc(NC(=O)c3nn(C(C)C)c(=O)c4ccccc34)n2)cc1,enamine
Z1517096414,Cc1cnn(-c2ccc(S(=O)(=O)Nc3nncs3)cc2F)c1,enamine
Z117707180,CC(C)NS(=O)(=O)c1cccc(C(=O)N(C)Cc2cnn(-c3ccccc3)c2)c1,enamine
Z27167190,O=C(Cc1c[nH]c2ccccc12)Nc1nnc(C2CC2)s1,enamine
Z1462110017,CN(Cc1nccn1C)C(=O)c1cncc(-c2ccc3c(c2)CCO3)c1,enamine
Z1336891764,CN(Cc1nccn1C)C(=O)c1ccc(Oc2ccccc2)o1,enamine
Z1465670487,CN(Cc1nccn1C)C(=O)c1cc(-c2ccc3c(c2)CCO3)no1,enamine
Z1478492927,CC(C)c1cc(C(=O)N(C)Cc2nccn2C)nn1-c1ccncc1,enamine
Z27223514,Cc1c(NC(=O)Cc2csc(-c3ccccc3)n2)cccc1-n1cnnn1,enamine
Z27224147,Cc1c(NC(=O)c2ccccc2-n2cnnn2)cccc1-n1cnnn1,enamine
Z27306884,CC(NC(=O)c1ccccc1Cl)c1ccc(-n2ccnc2)cc1,enamine
Z27306885,CC(NC(=O)c1ccccn1)c1ccc(-n2ccnc2)cc1,enamine
Z27306891,CC(NC(=O)c1ccncc1)c1ccc(-n2ccnc2)cc1,enamine
Z27306905,COc1ccccc1C(=O)NC(C)c1ccc(-n2ccnc2)cc1,enamine
Z27306912,CC(NC(=O)c1c(F)cccc1Cl)c1ccc(-n2ccnc2)cc1,enamine
Z27305589,CC(NC(=O)c1ccc(OCC2CCCO2)cc1)c1ccc(-n2ccnc2)cc1,enamine
Z27306949,CC(NC(=O)c1ccccc1)c1ccc(-n2ccnc2)cc1,enamine
Z27306960,CC(NC(=O)c1cccc(Br)c1)c1ccc(-n2ccnc2)cc1,enamine
Z27306980,CC(NC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1)c1ccc(-n2ccnc2)cc1,enamine
Z27307002,CC(NC(=O)c1ccc(Br)o1)c1ccc(-n2ccnc2)cc1,enamine
Z27307040,CC(NC(=O)c1cccc(F)c1)c1ccc(-n2ccnc2)cc1,enamine
Z27307044,CCOc1ncccc1C(=O)NC(C)c1ccc(-n2ccnc2)cc1,enamine
Z27307055,Cc1cccc(C(=O)NC(C)c2ccc(-n3ccnc3)cc2)c1C,enamine
Z27305727,Cc1nn(Cc2ccccc2)c(C)c1C(=O)NC(C)c1ccc(-n2ccnc2)cc1,enamine
Z27307213,CC(NC(=O)c1ccc2c(c1)OCCO2)c1ccc(-n2ccnc2)cc1,enamine
Z27305916,CC(NC(=O)c1ccccc1OC(F)F)c1ccc(-n2ccnc2)cc1,enamine
Z27307252,CC(=O)Nc1cccc(C(=O)NC(C)c2ccc(-n3ccnc3)cc2)c1,enamine
Z27306364,CC(NC(=O)c1ccc(COc2ccccc2)o1)c1ccc(-n2ccnc2)cc1,enamine
Z27307275,Cc1cc(C(=O)NC(C)c2ccc(-n3ccnc3)cc2)c(C)o1,enamine
Z164952596,Cc1nc(-c2ccc(CNC(=O)c3nn(C(C)C)c(=O)c4ccccc34)o2)cs1,enamine
Z164952738,Cc1nc(-c2ccc(CNC(=O)c3c(C)noc3C)o2)cs1,enamine
Z27319660,O=C(Nc1nc(-c2ccc3c(c2)OCO3)cs1)c1n[nH]c(=O)c2ccccc12,enamine
Z164951160,Cc1nc(-c2ccc(CNC(=O)c3nn(C)c(=O)c4ccccc34)o2)cs1,enamine
Z164955144,Cc1nc(-c2ccc(CNC(=O)c3cc(F)ccc3Br)o2)cs1,enamine
Z164949954,Cc1ccc(C)c(C(=O)NCc2ccc(-c3csc(C)n3)o2)c1,enamine
Z453644606,CCc1nc(NC(=O)c2nn(-c3ccccc3F)c(C)cc2=O)sc1C,enamine
Z1518414275,O=C(Cn1ccnn1)Nc1cnn(-c2ccccc2Br)c1,enamine
Z1518324493,Cc1ccoc1C(=O)NC(C)c1ccc(-n2ccnn2)cc1,enamine
Z27434522,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cccc(S(=O)(=O)NC2=NCCC2)c1,enamine
Z1518325435,CC(NC(=O)c1nccnc1N)c1ccc(-n2ccnn2)cc1,enamine
Z1518319008,Cc1c(C(=O)NC(C)c2ccc(-n3ccnn3)cc2)cnn1-c1ccc(F)cc1,enamine
Z1518322631,Cc1nc(C)c(C(=O)NC(C)c2ccc(-n3ccnn3)cc2)o1,enamine
Z1518332626,COc1ccsc1C(=O)NC(C)c1ccc(-n2ccnn2)cc1,enamine
Z435714510,COc1cc(CNC(=O)c2occc2C)ccc1OCc1ccncc1,enamine
Z1518333282,CC(NC(=O)c1cscn1)c1ccc(-n2ccnn2)cc1,enamine
Z653494550,Cc1ccc(C(=O)NCc2ccc(-n3cncn3)cc2)c(=O)[nH]1,enamine
Z1518327916,CC(NC(=O)c1ccncc1Cl)c1ccc(-n2ccnn2)cc1,enamine
Z27474533,O=C(Nc1nnc(Cc2ccccc2)s1)c1ccc(F)cc1,enamine
Z653340294,COc1cccc(CC(=O)Nc2nnc(-c3ccccn3)[nH]2)c1,enamine
Z1280547364,COc1ccc(-c2nc(NC(=O)c3nccn4ccnc34)sc2C)cc1OC,enamine
Z27475103,Cc1cc(C(=O)Nc2nnc(Cc3ccccc3)s2)c2ccccc2n1,enamine
Z653430318,COc1cc(CNC(=O)c2cccc3cn[nH]c23)ccc1OCc1ccncc1,enamine
Z27520920,Cc1nc2cc(NC(=O)CN3C(=O)NC(C)(C)C3=O)ccc2n1-c1ccccc1,enamine
Z27595163,O=C(c1n[nH]c(=O)c2ccccc12)N(Cc1nnc(-c2ccc(Cl)cc2)o1)C1CC1,enamine
Z27595281,O=C(c1cnccn1)N(Cc1nnc(-c2ccc(Cl)cc2)o1)C1CC1,enamine
Z27571820,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(Cc2nc3ccccc3s2)cc1,enamine
Z27632160,Cc1nn(Cc2ccc(F)cc2)c2sc(C(=O)NC(C)c3ccccn3)cc12,enamine
Z27654836,COC(=O)c1ccccc1NC(=O)c1ccc(=O)n(Cc2ccccc2)n1,enamine
Z27647196,Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccc3c(c2)OCO3)cc1,enamine
Z27652597,CC(=O)Nc1ccc(NC(=O)Cc2csc(-c3ccccc3)n2)cc1,enamine
Z27655707,COC(=O)c1ccccc1NC(=O)c1nc(-c2ccccc2)oc1C,enamine
Z27655736,COC(=O)c1ccccc1NC(=O)c1cccc(-n2cnnn2)c1,enamine
Z27676400,Cc1c(NC(=O)c2cccc(NC(=O)c3ccccn3)c2)c(=O)n(-c2ccccc2)n1C,enamine
Z27665908,Cc1noc(C)c1COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,enamine
Z27668019,Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccc3c(c2)OCCO3)cc1,enamine
Z335803530,COc1ccccc1Nc1nc(N)nc(COc2ccc(F)cc2F)n1,enamine
Z363236632,Cc1nnc(NC(=O)c2cn(-c3cccc(Br)c3)nn2)s1,enamine
Z27739513,O=C(Cc1ccc(Cl)cc1Cl)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,enamine
Z27740363,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3cc(F)cc(F)c3)cc2)nc(C)n1,enamine
Z27741640,CCc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3cc(C)nc(C)n3)cc2)cc1,enamine
Z27741703,Cc1cccc(C(=O)Nc2ccc(S(=O)(=O)Nc3cc(C)nc(C)n3)cc2)c1,enamine
Z27737981,Cc1c(C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)oc2ccccc12,enamine
Z27738836,CCc1cc(C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)sc1C,enamine
Z27739671,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc2c(c1)OCCO2,enamine
Z106848494,CCc1sc(-c2nnc(CN3CCN(C(=O)Cc4nc(C)cs4)CC3)o2)cc1C,enamine
Z27739268,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(Cl)s1,enamine
Z27738905,O=C(CN1C(=O)COc2ccccc21)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,enamine
Z27739319,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(Br)s1,enamine
Z27739356,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccncc1,enamine
Z27739363,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1ccc(Cl)cc1,enamine
Z27739423,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1cccc(Br)c1,enamine
Z27739467,N#Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)cc1,enamine
Z666586978,O=c1[nH]c(Cc2ccc(-n3cccn3)cc2)nc2ccccc12,enamine
Z27782960,O=C(Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1cccnc1,enamine
Z1333335835,N#Cc1c[nH]c(C(=O)NCc2cc(-c3ccccc3)on2)c1,enamine
Z27999688,CC(NC(=O)c1cnccn1)c1ccc(-c2ccccc2)cc1,enamine
Z27998068,CC(NC(=O)c1ccc(=O)[nH]n1)c1ccc(-c2ccccc2)cc1,enamine
Z285586676,O=C(c1cn(-c2ccccc2)nc1-c1cccnc1)N1CCOC(c2ccccc2)C1,enamine
Z203558320,CS(=O)(=O)c1ccccc1C(=O)Nc1ncc(Cc2cccc(C(F)(F)F)c2)s1,enamine
Z28174037,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)Nc2nccs2)cc1,enamine
Z28174059,CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2nccs2)cc1,enamine
Z28173729,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nccs1,enamine
Z28280557,CC(=O)Nc1cccc(NC(=O)Cc2csc(-c3ccccc3)n2)c1,enamine
Z28290039,Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccccc2F)cc1,enamine
Z666231050,Cc1cc(NC(=O)Cc2nc(-c3ccccc3)oc2C)[nH]n1,enamine
Z1173453180,CCN1CCN(C(=O)Cc2ccc(-n3cnnn3)cc2)c2ccccc21,enamine
Z28485943,Cc1noc(C)c1COc1cccc(C(=O)Nc2cccc3cccnc23)c1,enamine
Z28487040,Cc1noc(C)c1COc1ccc(CC(=O)Nc2cccc3cccnc23)cc1,enamine
Z1519219866,CC1COc2ccccc2N1C(=O)c1cccc(-n2ccnn2)c1,enamine
Z203868604,O=C(NCc1ccc(Cn2ccnc2)cc1)c1n[nH]c(=O)c2ccccc12,enamine
Z654473400,CN(c1ccccc1)c1ccc(CNC(=O)c2cc(C3CC3)[nH]n2)cn1,enamine
Z288776678,Cc1cc(=O)c(C(=O)NCC2CC2)nn1-c1ccccc1Cl,enamine
Z28551317,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(-c2nccs2)cc1,enamine
Z414860302,O=C(NCc1ccc(-n2cccn2)cc1)c1ccc(Br)o1,enamine
Z666947146,NC(=O)C1CCN(C(=O)COc2ccc(Nc3ccccc3)cc2)C1,enamine
Z438028700,CC(Oc1ccc(-c2ccccc2)cc1)C(=O)N1CCC(C(N)=O)C1,enamine
Z32207820,CC(NC(=O)c1cccc(NS(C)(=O)=O)c1)c1ccc(-n2ccnc2)cc1,enamine
Z224725806,CC(NC(=O)c1nccnc1N)c1ccc(-n2ccnc2)cc1,enamine
Z95747129,CC(NC(=O)c1ccc(Cl)c(N2CCCC2=O)c1)c1ccc(-n2ccnc2)cc1,enamine
Z82242365,CC(NC(=O)c1cc(Cl)ccn1)c1ccc(-n2ccnc2)cc1,enamine
Z212234168,CC(=O)Nc1ccc(C(=O)NC(C)c2ccc(-n3ccnc3)cc2)s1,enamine
Z73322661,CC(NC(=O)c1cnc2ccccc2n1)c1ccc(-n2ccnc2)cc1,enamine
Z101589204,CC(NC(=O)c1cnn(Cc2ccccc2)c1)c1ccc(-n2ccnc2)cc1,enamine
Z109305448,CC(NC(=O)c1cc(Cl)c[nH]1)c1ccc(-n2ccnc2)cc1,enamine
Z90907492,CC(NC(=O)c1cccc(CS(C)(=O)=O)c1)c1ccc(-n2ccnc2)cc1,enamine
Z189774342,CC(NC(=O)c1ccc(CN2CCCCC2)cc1)c1ccc(-n2ccnc2)cc1,enamine
Z89675004,Cc1cc(COc2ccc(-c3ccccc3)cc2)no1,enamine
Z51788692,CC(NC(=O)c1cccc(S(=O)(=O)NC2CC2)c1)c1ccc(-n2ccnc2)cc1,enamine
Z95747154,CC(NC(=O)c1cccc(N2CCCC2=O)c1)c1ccc(-n2ccnc2)cc1,enamine
Z145463742,CC(NC(=O)c1cnc2sccn2c1=O)c1ccc(-n2ccnc2)cc1,enamine
Z89464601,Cc1occc1C(=O)NC(C)c1ccc(-n2ccnc2)cc1,enamine
Z28689744,CC(=O)Nc1cccc(C(=O)N(C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)c1,enamine
Z28737660,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1nc(-c2ccccc2)oc1C,enamine
Z1360947872,CCc1ccc(C(=O)NCc2nccn2CCc2ccccc2)o1,enamine
Z764659326,CS(=O)(=O)c1ccccc1NC(=O)c1ccc(-c2cnco2)cc1,enamine
Z1416540046,CNC(=O)Cc1noc(Cc2ccc3c(c2)CCCC3)n1,enamine
Z1417468501,CC(C)c1nn(-c2ccccc2)cc1CNC(=O)c1cc[nH]n1,enamine
Z351318518,O=S(Cc1cc(-c2ccccc2)on1)Cc1nnnn1C1CC1,enamine
Z1385462231,CC(=O)Nc1ccc(C)cc1NCc1nnc(Cc2ccccc2)o1,enamine
Z999894064,CCOC(=O)C1CCCCN1C(=O)c1ccc(=O)n(-c2ccc(F)cc2)n1,enamine
Z1203171030,Cn1nnnc1-c1cccc(NS(=O)(=O)N2CCOCC2)c1,enamine
Z685557742,Fc1ccc(-c2n[nH]cc2-c2nnc(-c3ccncc3)o2)cc1,enamine
Z28964723,CCc1ccc(-c2csc(NC(=O)c3nn(C)c(=O)c4ccccc34)n2)cc1,enamine
Z29000687,CCC(=O)Nc1nc(C)c(Cc2ccc3c(c2)OCO3)s1,enamine
Z29000817,Cc1nc(NC(=O)c2ccc(F)cc2F)sc1Cc1ccc2c(c1)OCO2,enamine
Z1471434151,Cc1c(NC(=O)C2Cc3cc(F)ccc3O2)cnn1-c1ccccc1F,enamine
Z1759079294,CN(Cc1nccc(N)n1)C1CCCN(Cc2cccc3cc[nH]c23)CC1,enamine
Z298880408,COc1ccc(-c2cc(C(=O)Nc3cccc4c3C(=O)NC4)sc2C)cc1,enamine
Z29081843,Cc1oc(-c2ccccc2)nc1C(=O)Nc1sccc1C#N,enamine
Z29081872,N#Cc1ccsc1NC(=O)c1cccc(-n2cnnn2)c1,enamine
Z29081627,N#Cc1ccsc1NC(=O)c1ccc(COc2ccccc2)o1,enamine
Z29082228,N#Cc1ccsc1NC(=O)Cc1ccc(-c2ccccc2)cc1,enamine
Z667645636,Cc1cc(C)n(-c2ccc(CNC(=O)c3cc(C(C)C)[nH]n3)cn2)n1,enamine
Z667644432,Cc1cc(C)n(-c2ccc(CNC(=O)c3cc(C4CC4)[nH]n3)cn2)n1,enamine
Z1274048617,COc1ccc(-c2ncc(C(=O)N(C)Cc3nccn3C)s2)cc1,enamine
Z667639036,CC(C)c1cc(C(=O)NCc2ccc(Oc3ccc(F)cc3)nc2)n[nH]1,enamine
Z667645162,COc1cc(C(=O)NCc2ccc(-n3nc(C)cc3C)nc2)ccn1,enamine
Z29253364,CCn1nnc2cc(C(=O)Nc3sc(C)c(C)c3C(=O)OC)ccc21,enamine
Z29252729,COC(=O)c1c(NC(=O)Cn2cnc3ccccc3c2=O)sc(C)c1C,enamine
Z994874074,N#Cc1ccccc1Cn1cc(C(N)=O)c(-c2ccccc2)n1,enamine
Z1897685867,O=S(=O)(Cc1c(F)cccc1F)Nc1ccc(-c2ncc[nH]2)cc1,enamine
Z29348246,COC(=O)c1ccc(Cl)cc1NC(=O)c1cccc(-n2cnnn2)c1,enamine
Z29348311,COC(=O)c1ccc(Cl)cc1NC(=O)c1ccc2ncsc2c1,enamine
Z29458001,COc1ccccc1CC(=O)Nc1nc(-c2cccnc2)cs1,enamine
Z29467302,Cc1noc(C)c1COc1ccc(CC(=O)Nc2nc(-c3ccccn3)cs2)cc1,enamine
Z29458858,Cc1noc(C)c1COc1ccc(CC(=O)Nc2nc(-c3cccnc3)cs2)cc1,enamine
Z29467560,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc2ccccc2n1,enamine
Z1458914024,COCc1cc(NC(=O)c2sc(-c3ccc(C)cc3C)nc2C)ncn1,enamine
Z1752046805,CCOc1cc(CNc2nnc(CO)o2)ccc1OCc1c(F)cccc1Cl,enamine
Z1838243595,c1ccc(-n2cnnc2NCc2ccc(Oc3cnccn3)cc2)cc1,enamine
Z1383988302,Cn1ccnc(NC(=O)c2ccc(-c3ccc(OC(F)F)cc3)s2)c1=O,enamine
Z29617637,O=C(Nc1nc(-c2cc(F)ccc2F)cs1)c1cccc(-n2cnnn2)c1,enamine
Z29672910,Cc1nnc(NC(=O)Cc2ccc(-c3ccccc3)cc2)s1,enamine
Z29672564,Cc1nnc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)s1,enamine
Z29671763,Cc1ccc2c(CC(=O)Nc3nnc(C)s3)coc2c1,enamine
Z29673218,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)Nc2nnc(C)s2)cc1,enamine
Z29671767,COc1ccc2c(CC(=O)Nc3nnc(C)s3)coc2c1,enamine
Z29659387,COc1cc(C)c(NC(=O)Cc2csc(-c3c(Cl)cccc3Cl)n2)cc1OC,enamine
Z29864253,COc1cc2c(cc1OC)CN(C(=O)c1cn(-c3ccccc3)nc1-c1cccnc1)CC2,enamine
Z29883542,Cc1noc(C)c1COc1ccccc1C(=O)NCC1COc2ccccc2O1,enamine
Z29950284,COc1ccc(NC(C)=O)cc1NC(=O)c1ccc2ccccc2n1,enamine
Z29949987,COc1ccc(NC(C)=O)cc1NC(=O)c1nc(-c2ccccc2)oc1C,enamine
Z29932284,CCOc1ccc(Oc2ccc(NC(=O)Cn3cnnn3)cc2)cc1,enamine
Z1472571582,COc1ccc(C)nc1NC(=O)c1cc(C(C)C)n(-c2ccccc2)n1,enamine
Z1528882932,COc1ccc(C)nc1NC(=O)c1csc(-c2ccc(C)n2C)n1,enamine
Z29932428,CCOc1ccc(Oc2ccc(NC(=O)c3c(C)noc3C)cc2)cc1,enamine
Z952076938,O=C(Nc1ccn(Cc2cccc3cccnc23)n1)c1cccn(Cc2ccccc2)c1=O,enamine
Z30033829,O=C(c1ccccn1)N(CC1CCCO1)c1nc(-c2ccc(Br)cc2)cs1,enamine
Z30036045,O=C(c1cnccn1)N(CC1CCCO1)c1nc(-c2ccc(Cl)cc2Cl)cs1,enamine
Z89380294,CC(c1ccc(-n2cncn2)cc1)N(C)S(=O)(=O)c1ccccc1C(F)(F)F,enamine
Z30103815,CCN(CC)S(=O)(=O)c1ccc(Oc2ccccc2)c(NC(=O)c2ccncc2)c1,enamine
Z1631504029,O=C(Nc1cc(C(F)(F)F)ccn1)c1cccc(-c2ncn[nH]2)c1,enamine
Z426308266,CCc1ccc(-c2nc(COc3ccccc3NC(C)=O)cs2)cc1,enamine
Z30159212,CN1CCc2nc(NC(=O)Cc3csc(-c4ccccc4)n3)sc2C1,enamine
Z1522118418,CC(NC(=O)c1cnn(-c2ccc(F)cc2F)c1)c1cccc(-n2ccnc2)c1,enamine
Z88301956,COc1cn(-c2ccccc2)nc1C(=O)NC1CC1,enamine
Z102286080,CC(NC(=O)c1cccc(CN2CCCC2=O)c1)c1ccc(-n2cncn2)cc1,enamine
Z30240738,NC(=O)c1ccc(NC(=O)Cc2csc(-c3ccccc3)n2)cc1,enamine
Z30385424,CCOC(=O)c1sc(NC(=O)Cc2csc(-c3ccccc3)n2)nc1C,enamine
Z1138003602,NC(=O)c1cccc(CS(=O)Cc2cc(-c3ccccc3)no2)c1,enamine
Z444993986,COc1cc(C(=O)Nc2ccc(Cn3ccccc3=O)cc2)ccc1C,enamine
Z283623416,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(-c2nnnn2C2CC2)cc1,enamine
Z368720492,CCc1nn2c(=O)cc(CNc3ccc(-c4ccccc4)cc3C)nc2s1,enamine
Z728991344,c1ccc(Oc2ccc(Oc3cnc4ccccc4n3)cc2)nc1,enamine
Z236240064,Cc1noc(C)c1C(=O)N(C)C(C)c1ccc(-n2cnc3ccccc32)cc1,enamine
Z30537189,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccccc1OC(F)F,enamine
Z30538638,Cc1cc(C)n2nc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)nc2n1,enamine
Z30538679,CCOC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,enamine
Z30576843,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(NC(=O)c2cnccn2)c1,enamine
Z728600832,Cc1cc(C)n(Cc2cccc(CNC(=O)c3c(C)noc3C)c2)n1,enamine
Z1523177381,CC(C)c1nc(CN2CCCC2c2nc(-c3ccccc3)n[nH]2)no1,enamine
Z425050316,Cn1ccnc1CN(C(=O)c1nn(-c2ccccc2)c2c1CCC2)C1CC1,enamine
Z424928404,Cc1nc(C(=O)N(Cc2nccn2C)C2CC2)nn1-c1ccc(F)cc1,enamine
Z30734889,COc1ccccc1CC(=O)Nc1nc(-c2ccc(C)o2)cs1,enamine
Z287715160,Cc1cccc(C(=O)NCc2ccc(-c3csc(C)n3)cc2)n1,enamine
Z285973384,COc1ccc(NS(=O)(=O)c2ccc(-n3ncc(Cl)c(Cl)c3=O)cc2)cn1,enamine
Z728480120,CC(=O)Nc1cccc(C(=O)Nc2ccc(OCc3nccn3C)cc2)c1,enamine
Z728464384,Cc1noc(C)c1CC(=O)Nc1ccc(Cn2ccccc2=O)cc1,enamine
Z217209724,CCc1nn2c(=O)cc(CNc3ccccc3Cc3ccccc3)nc2s1,enamine
Z728461402,O=C(Nc1ccc(Cn2ccccc2=O)cc1)c1cccnc1O,enamine
Z30818849,Cc1csc(NC(=O)Cc2csc(-c3ccccc3)n2)n1,enamine
Z30818873,Cc1csc(NC(=O)Cn2cnc3ccccc3c2=O)n1,enamine
Z30819887,Cc1csc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)n1,enamine
Z30820518,COc1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3nc(C)cs3)c2)cc1,enamine
Z106766258,Cc1nc2ccccc2nc1Cn1nnc(-c2ccc(C(N)=O)cc2)n1,enamine
Z360950498,Cc1ccc(-c2nnc(COc3ccc(-c4noc(C)n4)cc3)o2)cc1,enamine
Z30900405,NC(=O)C1CCN(C(=O)COc2ccc(-c3ccccc3)cc2)CC1,enamine
Z30898800,NC(=O)C1CCN(C(=O)COc2ccc(Nc3ccccc3)cc2)CC1,enamine
Z729804798,CCc1ccccc1NC(=O)Cc1c(C)nc(-c2cccnc2)[nH]c1=O,enamine
Z362553072,Cc1cc(-c2ccccc2)ccc1NS(=O)(=O)c1cc(C(N)=O)n(C)c1,enamine
Z30932975,COc1ccc(C)cc1NC(=O)c1ccc(OCc2c(C)noc2C)cc1,enamine
Z729760574,Cc1ccc(NC(=O)Cc2c(C)nc(-c3cccnc3)[nH]c2=O)c(C)c1,enamine
Z729114910,Cc1cc(C(=O)N(C)Cc2cn(-c3ccccc3)nc2-c2ccccc2)[nH]n1,enamine
Z729549948,O=c1ccc(-c2nnco2)cn1Cc1coc(-c2cccc(F)c2)n1,enamine
Z729644940,Cc1nc(-c2cccc(NS(=O)(=O)c3ccc(C(N)=O)cc3)c2)oc1C,enamine
Z240154294,Cc1oc(-c2ccccc2)nc1CC(=O)Nc1nccs1,enamine
Z729642904,COC(=O)c1ccc(C)c(S(=O)(=O)Nc2ccc(-n3cccn3)c(F)c2)c1,enamine
