Name,Smile,Vendor
Z1887913842,Cn1cc(C2CN(Cc3coc(-c4ccccc4)n3)CC2CO)cn1,enamine
Z1896830755,CCN(C1CC1)S(=O)(=O)c1c(C)nn(Cc2cccnc2)c1C,enamine
Z295507392,O=C(Nc1ccc(-n2cccn2)nc1)C1CCCN1C(=O)C12CC3CC(CC(C3)C1)C2,enamine
Z295769138,Cc1oc(-c2ccccc2)nc1CC(=O)Nc1nnc(C(F)(F)F)[nH]1,enamine
Z295893776,Cc1c(NC(=O)c2csc(COc3ccc(F)cc3)n2)c(=O)n(-c2ccccc2)n1C,enamine
Z295869052,NC(N)=Nc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)cs1,enamine
Z295869124,NC(N)=Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,enamine
Z295805804,CC(C)c1ccc(S(=O)(=O)Nc2ccc(-n3cncn3)cc2)cc1,enamine
Z295799480,CC(C)c1ccc(Nc2ncc(S(=O)(=O)N3CCOCC3)s2)cc1,enamine
Z295970640,COc1cc(OC)c(NC(=O)c2csc(-c3cccc(OC)c3OC)n2)cc1Cl,enamine
Z296062814,O=C(NCc1nnc2ccccn12)c1ccccc1-c1ncc(-c2ccc(F)cc2)o1,enamine
Z296062816,O=C(NCc1nnc2ccccn12)c1ccccc1-c1ncc(-c2ccccc2F)o1,enamine
Z1618263404,CCn1c(C)nnc1COc1ccc(Oc2ccccn2)cc1,enamine
Z1618294149,CCn1c(C)nnc1COc1ccc(-n2cccn2)cc1,enamine
Z1618287664,CCn1c(C)nnc1COc1ccc(-c2csc(C)n2)cc1,enamine
Z1618250995,COc1cc(C)cc(OC)c1OCc1nnc(-c2ccccc2)n1C,enamine
Z297136618,O=C(Nc1cc(Cl)cc2cccnc12)c1occc1CS(=O)(=O)c1ccccc1,enamine
Z297184776,CCc1ccc(-c2nc(C)c(C(=O)NCc3cccc(NS(N)(=O)=O)c3)s2)cc1,enamine
Z1497016997,O=S(=O)(Cc1ccccc1)Nc1nncn1Cc1ccccc1,enamine
Z298157934,Cc1ccc(-c2nc(Cn3nc(C)c(C)c(C#N)c3=O)co2)c(C)c1,enamine
Z298295046,O=c1c2cnn(-c3cccc(C(F)(F)F)c3)c2ncn1Cc1nnnn1C1CC1,enamine
Z1618299469,CCn1c(C)nnc1COc1ccc(Oc2nccs2)cc1,enamine
Z1224582550,CC1c2ccccc2OC1C(=O)Nc1ccn(-c2ccccc2)n1,enamine
Z1894540110,CCc1nc(CS(=O)(=O)Cc2cc(-c3ccccc3)no2)n[nH]1,enamine
Z299653538,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccccc2-c2ccccc2)cc1,enamine
Z299687906,Cc1ccc(-n2nc(C)c(NS(=O)(=O)c3ccc(Cl)cc3)c2C)cc1,enamine
Z1185266632,COc1c(C(=O)NCc2cnn(-c3ccccc3)c2)c(C)nn1C,enamine
Z300109896,Cn1c(=O)oc2cc(S(=O)(=O)NCc3ccccn3)ccc21,enamine
Z300109910,O=c1c(Cl)c(Cl)cnn1-c1ccc(S(=O)(=O)NCc2ccccn2)cc1,enamine
Z300127314,O=c1c(Cl)c(Cl)cnn1-c1ccc(S(=O)(=O)NC2CCCC2)cc1,enamine
Z2111673072,N#Cc1cccnc1C=Cc1cnc(-c2ccccc2)s1,enamine
Z300468254,CC1CCN(S(=O)(=O)N(C)Cc2cnn(Cc3ccccc3)c2)CC1,enamine
Z300508866,CN(C1CCCCCC1)S(=O)(=O)c1ccc(-n2ncc(Cl)c(Cl)c2=O)cc1,enamine
Z300340694,CN(Cc1ccc(Br)s1)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C,enamine
Z300934416,Cc1nc(-c2ccc(NC(=O)C3CCCN3C(=O)c3ccccc3)cc2)cs1,enamine
Z301287782,COc1cc(NC(=O)c2cnn(-c3ccccc3F)c2C(F)(F)F)c(OC)cc1Cl,enamine
Z237880688,COC(=O)c1sccc1S(=O)(=O)N(C)Cc1cnn(Cc2ccccc2)c1,enamine
Z301882096,Cc1cccc(CNS(=O)(=O)c2ccc3[nH]c(=O)[nH]c(=O)c3c2)c1,enamine
Z979908450,CC1CCN(C(=O)Cn2nc(-c3ccc(F)cc3)ccc2=O)CC1,enamine
Z457986648,O=C(NCc1nnc2ccccn12)c1ccc(-c2ccccc2)[nH]c1=O,enamine
Z951314256,Cc1noc(C)c1S(=O)(=O)Nc1cccc(-c2ccc(=O)[nH]n2)c1,enamine
Z339632906,Cc1ccc(-c2nc(CS(=O)(=O)Cc3ccccc3F)co2)cc1,enamine
Z428220156,Cc1nc(-c2ccc(OCc3nc(C4CC4)no3)cc2)no1,enamine
Z1185888829,COc1ccc(Cc2nnnn2Cc2nnnn2C2CC2)cc1F,enamine
Z951471972,Cc1cc(C)n(-c2nc3c(c(=O)n(Cc4ccc(F)cc4)c(=O)n3C)n2C)n1,enamine
Z951471990,COC(=O)Cn1c(=O)c2c(nc(-n3nc(C)cc3C)n2Cc2ccc(C)cc2)n(C)c1=O,enamine
Z312571288,Cc1cccc(Cc2cnc(NC(=O)Cn3nc(C)c4ccccc4c3=O)s2)c1Cl,enamine
Z1619726504,COCc1ccsc1C(=O)NCc1cccc(-c2n[nH]c(C)n2)c1,enamine
Z952128844,COc1ccccc1NC(=O)c1cccc(-n2[nH]c(=O)ccc2=O)c1,enamine
Z316447322,CCOc1ccc(Oc2ccc(NC(=O)Cn3ncc4ccccc4c3=O)cc2)cc1,enamine
Z316437256,O=C(Cn1ncc2ccccc2c1=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,enamine
Z316553702,Cn1ncc2c(=O)n(CC(=O)Nc3ccc(-c4cccc(C(F)(F)F)c4)cc3)cnc21,enamine
Z316548158,Cc1cccc(Cc2cnc(NC(=O)Cn3ncc4ccccc4c3=O)s2)c1Cl,enamine
Z1619948307,COc1nc(NC(=O)c2cncc(-c3ccccc3)c2)n[nH]1,enamine
Z1619949635,COc1nc(NC(=O)Cc2coc(-c3ccc(F)cc3)n2)n[nH]1,enamine
Z316940266,CCOc1ccc(-c2nc(CS(=O)(=O)Cc3ccccc3F)cs2)cc1OC,enamine
Z316948134,O=S(=O)(Cc1cccc(F)c1)Cc1coc(-c2ccc(F)cc2)n1,enamine
Z316940286,O=S(=O)(Cc1cc(-c2ccccc2)on1)Cc1ccccc1F,enamine
Z316926062,Cc1cccc(CS(=O)(=O)Cc2coc(-c3ccccc3)n2)c1,enamine
Z316926238,Cc1ccc(-c2noc(CS(=O)(=O)Cc3cccc(C)c3)n2)cc1,enamine
Z316948278,O=S(=O)(Cc1cccc(F)c1)Cc1nnc(-c2ccc(F)cc2)o1,enamine
Z316982844,O=S(Cc1coc(-c2ccccc2)n1)Cc1ccc(F)cc1Cl,enamine
Z316995582,O=S(Cc1coc(-c2ccccc2)n1)Cc1ccccc1F,enamine
Z317003426,O=S(Cc1cccc(F)c1)Cc1cc(-c2ccccc2)on1,enamine
Z317010282,Cc1cc(CS(=O)Cc2cc(-c3ccccc3)on2)on1,enamine
Z316999028,O=S(Cc1cc(-c2ccccc2)on1)Cc1c(F)cccc1Cl,enamine
Z1619836872,CN(C)c1ccc(-c2cncc(C(=O)N3CCOCC3c3ncon3)c2)cc1,enamine
Z317138862,O=C(Nc1ccccc1-n1cncn1)c1nn(Cc2ccccc2)c(=O)c2ccccc12,enamine
Z1619828179,Cc1nc(-c2ccccc2)oc1C(=O)N1CCOCC1c1ncon1,enamine
Z317175058,Cc1cn2nc(NCCc3c[nH]c4ccccc34)sc2n1,enamine
Z317417362,O=C(Cc1csc(NC(=O)C2CC2)n1)Nc1ccc(Oc2ccccc2)cc1,enamine
Z317461212,O=S(=O)(Nc1cc(-c2nnc3n2CCCCC3)c(F)cc1F)c1ccc(F)cc1,enamine
Z317758264,NC(=O)CN1c2ccccc2C(=O)NC1c1ccc(-c2ccccc2F)s1,enamine
Z317869846,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(-n2cncn2)nc1,enamine
Z954363202,N#Cc1ccc(NS(=O)(=O)c2cnn(Cc3ccccc3)c2)cc1,enamine
Z954363236,O=S(=O)(Nc1c(F)cccc1F)c1cnn(Cc2ccccc2)c1,enamine
Z954363436,CCN(CC)C(=O)c1ccc(NS(=O)(=O)c2cnn(Cc3ccccc3)c2)cc1,enamine
Z318450764,CN(Cc1nccn1C(F)F)C(=O)c1ccc(S(=O)(=O)N(C)c2ccccc2)cc1,enamine
Z318452106,CN(Cc1nccn1C(F)F)C(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,enamine
Z956033746,Cc1cc(S(=O)(=O)N(C)C(C)c2ccc(-n3cncn3)cc2)ccc1-n1cnnn1,enamine
Z318719574,COc1ccc(-c2cc(Cn3ncc4ccccc4c3=O)on2)cc1,enamine
Z1187532094,O=S(=O)(Nc1cc(C2CC2)nn1-c1ncccn1)c1ccccc1,enamine
Z318809596,COc1ccccc1-c1cc(CN(C)S(=O)(=O)c2ccc(Cl)c(Cl)c2)on1,enamine
Z318910156,CN(Cc1cnn(Cc2ccccc2)c1)c1ncccc1C(N)=O,enamine
Z429826686,c1ccc(-c2ncc(OCc3nc(C4CC4)no3)cn2)cc1,enamine
Z335694886,c1ccc(Cn2nnnc2COc2ccc3c(c2)OCO3)cc1,enamine
Z955413696,CC(NC(=O)c1ccn(C)c(=O)c1)c1nc(-c2ccc(F)cc2)no1,enamine
Z384070150,O=C1CN(c2ccc(NC(=O)Cc3csc(-c4ccccn4)n3)cn2)CCN1,enamine
Z956478104,CC(NC(=O)c1cccnc1O)c1nc(-c2ccc(F)cc2)no1,enamine
Z955415740,CCc1nnsc1C(=O)NC(C)c1nc(-c2ccc(F)cc2)no1,enamine
Z955830560,CC(NC(=O)c1cc(Cl)c[nH]1)c1nc(-c2ccc(F)cc2)no1,enamine
Z1188582210,O=C(NC1CCCC1Oc1ccccc1)c1ccnc(-n2cncn2)c1,enamine
Z955225210,N#Cc1c(NC(=O)c2cnn(-c3ccccc3Cl)c2)sc2c1CCC2,enamine
Z1620759494,Cc1ccccc1CS(=O)(=O)Nc1ccc2ccn(CCN(C)C)c2c1,enamine
Z1620766017,O=S(=O)(Nc1c[nH]nc1-c1ccccn1)c1ccccc1Cn1ccnc1,enamine
Z339685760,O=S(=O)(Cc1cc(Cl)c2c(c1)OCCO2)Cc1coc(-c2cccc(Cl)c2)n1,enamine
Z968902490,Cc1noc(C)c1CS(=O)(=O)Cc1ncc(-c2ccccc2)o1,enamine
Z978980858,Cc1ccc2nc(C)c(C(=O)N(C)Cc3nnc4ccccn34)cc2c1,enamine
Z1620762673,O=S(=O)(Nc1nnc(-c2ccccn2)s1)c1ccccc1-c1ccno1,enamine
Z1620735345,O=S(=O)(Nc1noc(C2CC2)n1)c1cnn(Cc2ccccc2)c1,enamine
Z1278738207,COC(=O)c1sc(-c2ccccc2)cc1S(=O)(=O)N1CCC(=O)Nc2ccccc21,enamine
Z1620709932,O=S(=O)(Nc1ccccn1)c1ccc(NS(=O)(=O)c2cccc(F)c2F)cc1,enamine
Z955672004,Cc1ccc(CC(=O)Nc2ccccc2NS(=O)(=O)c2ccccc2)cc1,enamine
Z1620745366,Cc1[nH]nc(NS(=O)(=O)c2ccc(F)cc2)c1-c1ccc2c(c1)OCO2,enamine
Z955671586,O=C(Nc1ccccc1NS(=O)(=O)c1ccccc1)c1cnc2ccccc2n1,enamine
Z1620674335,COc1cc(OC)nc(NS(=O)(=O)c2cnn(-c3ccccc3F)c2)n1,enamine
Z955471016,Cc1cc(S(=O)(=O)Nc2cccc(C(=O)NC3CC3)c2)ccc1-n1cnnn1,enamine
Z955464238,COc1ccc(NS(=O)(=O)c2ccc(-n3cnnn3)c(C)c2)cc1,enamine
Z968580870,O=C(Cc1noc2ccccc12)Nc1cccnc1O,enamine
Z1188001477,COc1ccccc1Oc1ccc(NC(C)c2nnc(C)o2)cc1F,enamine
Z959183720,Cc1cc(CS(=O)Cc2cc(-c3ccccc3)on2)no1,enamine
Z1188470191,Fc1ccc(Cc2noc(OCc3noc(C4CC4)n3)n2)cc1,enamine
Z351124100,O=S(Cc1coc(-c2cccc(Cl)c2)n1)Cc1ccccc1F,enamine
Z367525686,COc1ccc(S(=O)(=O)Nc2ccc(-n3cccn3)cc2)cc1NC(C)=O,enamine
Z431811238,NC(=O)c1cccc(-c2nc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cs2)c1,enamine
Z352459182,Cc1nc(C(=O)Nc2nnc(C(F)(F)F)[nH]2)nn1-c1ccc(F)cc1,enamine
Z328694492,CC(c1cccc(NC(=O)c2ccccc2)c1)N(C)c1ccc2nnnn2n1,enamine
Z961871110,CN(C)C(=O)Cn1ccc2cc(NC(=O)Cn3cccn3)ccc21,enamine
Z961608448,O=C(NCc1cnn(-c2ccccc2)c1)C1CC1c1cccnc1,enamine
Z367451810,Cn1c(=O)n(C)c2cc(S(=O)(=O)NCc3cccnc3)ccc21,enamine
Z1281758686,N#Cc1nccnc1N1CCn2c(nnc2-c2ccccc2)C1,enamine
Z961349428,Cn1c(=O)n(C)c2cc(S(=O)(=O)NCc3ccc(S(N)(=O)=O)cc3)ccc21,enamine
Z961392554,CN(C(C1CC1)C1CC1)S(=O)(=O)c1cnn(-c2ccccc2)c1,enamine
Z367451840,Cn1c(=O)n(C)c2cc(S(=O)(=O)NCc3ccc4c(c3)OCO4)ccc21,enamine
Z361994384,Cn1c(=O)n(C)c2cc(S(=O)(=O)NCC3CCCO3)ccc21,enamine
Z332821944,Cc1c(C(=O)NC(C)c2nc3ccccc3n2C(F)F)cnn1-c1ccc(F)cc1,enamine
Z333063086,Cc1nc(C(=O)Nc2n[nH]c3ccccc23)nn1-c1ccc(F)cc1,enamine
Z333062498,O=C(Cc1csc(-c2ccccn2)n1)Nc1n[nH]c2ccccc12,enamine
Z332935580,COc1ccccc1C(NC(=O)c1cnn(-c2ccc(F)cc2)c1C)c1nccn1C,enamine
Z333718054,COc1ccc(NC(=O)c2ccc(C)o2)cc1OC1CCCC1,enamine
Z1421106755,CC(c1ccccc1)n1c(NC(=O)C2CCOCC2)nc2ccccc21,enamine
Z336802210,COc1ccccc1C(NC(=O)c1cc(-c2ccc(C)s2)[nH]n1)c1nccn1C,enamine
Z335581114,COc1ccc(NC(C)=O)cc1NC(=O)C(C)n1nnc(-c2ccccc2)n1,enamine
Z963667002,O=C(NCc1cnn(-c2ccc(F)cc2F)c1)c1c[nH]c2ccccc2c1=O,enamine
Z335872276,Cn1ncc2c(=O)n(Cc3noc(-c4ccc(F)cc4)n3)cnc21,enamine
Z335872444,COc1ccc(-c2nc(Cn3cnc4c(cnn4C)c3=O)no2)cc1,enamine
Z335886750,CCOC(=O)c1c(C)oc2ncn(Cc3csc(Nc4ccccc4)n3)c(=O)c12,enamine
Z335907072,CS(=O)(=O)c1nc2ccccc2n1Cc1nnc(-c2ccc(Cl)cc2)o1,enamine
Z335905834,Cn1c(Cn2nnn(-c3ccccc3)c2=O)nc2ccccc2c1=O,enamine
Z335905844,Nc1nc(Cn2nnn(-c3ccccc3)c2=O)nc2ccccc12,enamine
Z335929644,COc1ccc(-c2nc(Cn3cnc4cc(Cl)ccc4c3=O)co2)cc1,enamine
Z335931176,CC(C)c1cc(NC(=O)Cn2cnc3ccsc3c2=O)on1,enamine
Z335942908,Nc1nc(Cn2nnn(-c3ccccc3Cl)c2=O)nc2ccccc12,enamine
Z335931276,CC(=O)N(c1nc(Cn2cnc3ccsc3c2=O)cs1)c1c(C)cc(C)cc1Cl,enamine
Z1816694638,Cc1n[nH]c(C)c1CC(=O)Nc1nccn1Cc1ccccc1Cl,enamine
Z335929054,CC(=O)N(c1nc(Cn2cnc3cc(Cl)ccc3c2=O)cs1)c1ccccc1F,enamine
Z335929450,CCc1nn2c(=O)cc(Cn3cnc4cc(Cl)ccc4c3=O)nc2s1,enamine
Z335929480,O=c1c2ccc(Cl)cc2ncn1Cc1noc(-c2ccc(F)cc2)n1,enamine
Z335929490,CN(C)c1nc(N)nc(Cn2cnc3cc(Cl)ccc3c2=O)n1,enamine
Z343519954,COc1cc(F)ccc1NC(=O)c1ccc2ccccc2n1,enamine
Z338949934,CN(Cc1ccc(-c2ccccc2)cc1)C(=O)c1cnn2cccnc12,enamine
Z1623145851,Cc1nnc(C(=O)NC(C)c2ccc(-n3cncn3)cc2)s1,enamine
Z339632864,O=S(=O)(Cc1nc(-c2ccccc2)no1)Cc1ccccc1F,enamine
Z339458736,COc1ccc(OC)c(NC(=O)c2cccc(Nc3ncccn3)c2)c1,enamine
Z1210118216,O=C(CC1OCCc2ccccc21)Nc1ncn(Cc2ccccn2)n1,enamine
Z339530022,Cc1c(C(=O)Nc2ccccc2OC(F)F)cnn1-c1cccc(Cl)c1,enamine
Z339482158,Cc1cc(C)nc(-n2nc(C)c(CC(=O)Nc3c(C)cccc3C(C)C)c2C)n1,enamine
Z979287874,COCc1cccc(C(=O)Nc2cc(-c3ccncc3)n[nH]2)c1,enamine
Z340035956,CC(c1ccc(-n2cncn2)cc1)N(C)C(=O)c1cccnc1OCC(F)(F)F,enamine
Z340107222,O=S(=O)(Cc1cc(-c2ccccc2)no1)CC1CCCO1,enamine
Z340212744,Cc1ccc2c(CC(=O)Nc3ccccc3NS(C)(=O)=O)coc2c1,enamine
Z340221746,CS(=O)(=O)Nc1ccccc1NC(=O)Cc1coc(-c2ccccc2)n1,enamine
Z340213858,CS(=O)(=O)Nc1ccccc1NC(=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1,enamine
Z340214448,Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccccc2NS(C)(=O)=O)cc1,enamine
Z338815022,O=C(Cn1cnc2ccc(F)cc2c1=O)Nc1ccc(-n2cncn2)nc1,enamine
Z340284498,O=S(=O)(Cc1nc(-c2ccccc2Cl)no1)Cc1cc(Cl)cc2c1OCOC2,enamine
Z340389170,O=S(=O)(Cc1ccc(Cl)cc1)Cc1cc(-c2ccccc2)on1,enamine
Z1192204216,COc1ccccc1-c1noc(Cn2nccc2-c2ccncc2)n1,enamine
Z1624200154,Cc1cc(C)n(CC(=O)Nc2csc(-c3ccccn3)n2)n1,enamine
Z1229887311,Cc1cccc(N(C)C(=O)c2cccc(Cn3nc(C)cc3C)c2)n1,enamine
Z1192783295,O=C(CN1CC(=O)Nc2ccccc21)Nc1ccc(Oc2ncccn2)cc1,enamine
Z1624106997,O=C(O)C1CCCCN1C(=O)Cc1ccn(-c2ccc(F)cc2)n1,enamine
Z1192633986,Cc1ccc(Oc2ccc(NC(=O)Cc3c(C)noc3C)cc2)nc1,enamine
Z970066382,O=S(=O)(c1ccc(Oc2ccc(S(=O)(=O)n3cccn3)cc2)cc1)n1cccn1,enamine
Z1624490580,Cc1ccccc1CNc1ccccc1NS(=O)(=O)c1cnn(-c2ccccn2)c1C,enamine
Z969575924,Cc1nccn1S(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)n3ccnc3C)cc2)cc1,enamine
Z969575926,CC(C)NS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NC(C)C)cc2)cc1,enamine
Z367609618,Cc1cc(C)n(-c2ccc(NC(=O)Cc3n[nH]c(=O)c4ccccc34)cn2)n1,enamine
Z343588392,Cc1cc(=O)c(C(=O)NCc2cccc(C(N)=O)c2)nn1-c1cccc(C(F)(F)F)c1,enamine
Z1625000686,Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)Nc1nccc(N(C)C)n1,enamine
Z1192941091,COc1ccccc1CC(=O)Nc1ccc(-n2cc(C#N)c(N)n2)cc1,enamine
Z1315887632,CC(NC(=O)c1cscn1)c1ccc(-c2ccncc2)cc1,enamine
Z1193529766,Cc1ccc(Oc2ccc(NC(C(N)=O)c3ccccc3)cc2)nc1,enamine
Z971075696,O=C(Nc1ncn(Cc2ccccn2)n1)c1ccc(Cl)c(Cl)c1,enamine
Z1193297265,Cc1nc(-c2ccncc2)nc(NCCc2cccc(C(N)=O)c2)c1C,enamine
Z1422952835,Cc1[nH]ncc1C(=O)NC(C)c1cn(-c2ccccc2)nn1,enamine
Z1193290243,CC(=O)Nc1cccc(CNc2nc(-c3ccncc3)nc(C)c2C)c1,enamine
Z1625823474,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1C(=O)Cc1ccon1,enamine
Z1625738767,CCOc1ccc(-c2cn(C3CN(C(=O)CCc4c[nH]c5ccccc45)C3)nn2)cc1,enamine
Z1348188269,Cc1ccccc1Oc1ccnc(CNC(=O)c2cc[nH]c2C)c1,enamine
Z1625724350,Cc1cc(C)c(C(=O)N2CC(n3cc(-c4ccccc4)nn3)C2)c(=O)[nH]1,enamine
Z1625730662,Cc1noc(C)c1CCC(=O)N1CC(n2cc(-c3ccccc3)nn2)C1,enamine
Z1625729247,Cc1cc(CC(=O)N2CC(n3cc(-c4ccccc4)nn3)C2)no1,enamine
Z1625728276,Cc1nn(C)c(C)c1CCC(=O)N1CC(n2cc(-c3ccccc3)nn2)C1,enamine
Z1626043808,OCc1ccc(CNc2cccc(Oc3ccccn3)c2)o1,enamine
Z973803768,Cc1cc(C(=O)NC(C)c2nc(-c3ccccc3)c[nH]2)c(C)o1,enamine
Z1625824024,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1C(=O)CCn1cccn1,enamine
Z1625824729,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1C(=O)CCn1cncn1,enamine
Z1625831844,COc1cccc(-n2nc(C)c(C3COCCN3C(=O)CCn3cccn3)c2C)c1,enamine
Z1625824910,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1C(=O)Cn1ccnn1,enamine
Z1625825036,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1C(=O)Cn1cccn1,enamine
Z1625828607,Cc1nn(Cc2ccccc2)c(C)c1C1COCCN1C(=O)Cc1ccon1,enamine
Z1625834978,Cc1nn(-c2ccccc2F)c(C)c1C1COCCN1C(=O)Cc1ccon1,enamine
Z1625835681,Cc1cc(CC(=O)N2CCOCC2c2c(C)nn(-c3ccccc3F)c2C)no1,enamine
Z1625825131,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1C(=O)CCc1cccnc1,enamine
Z1625835806,Cc1nn(-c2ccccc2F)c(C)c1C1COCCN1C(=O)CCn1cncn1,enamine
Z1625835914,Cc1nn(-c2ccccc2F)c(C)c1C1COCCN1C(=O)Cn1ccnn1,enamine
Z351374820,CCc1ccc(-c2noc(CS(=O)Cc3cc(Cl)cc4c3OCOC4)n2)cc1,enamine
Z1626479886,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1S(=O)(=O)c1cccnc1,enamine
Z1626480235,Cc1nn(-c2ccccc2)c(C)c1C1COCCN1S(=O)(=O)c1cnn(C)c1,enamine
Z351835322,COc1cc(F)ccc1NC(=O)c1cnn(-c2ccc(C)cc2)c1C(F)(F)F,enamine
Z352026260,Fc1cccc(-c2nnn(Cc3coc(-c4cccc(F)c4)n3)n2)c1,enamine
Z976281054,Cc1occc1C(=O)NC(C)c1ccc(-n2c(C)c[nH]c2=O)cc1,enamine
Z1626915018,Cn1cc(CC(=O)N2CCCCCC2c2noc(-c3ccc(F)cc3)n2)cn1,enamine
Z1626842557,Cc1nc(C2COCCN2C(=O)Cc2csc(-c3ccccc3)n2)no1,enamine
Z1626863066,COCc1nc(C2COCCN2C(=O)c2cc(-c3ccc(C)cc3)n[nH]2)no1,enamine
Z1626533929,N#Cc1cccc(S(=O)(=O)N2CCOCC2c2noc(-c3ccccc3)n2)c1,enamine
Z1626533705,O=S(=O)(c1cccnc1)N1CCOCC1c1noc(-c2ccccc2)n1,enamine
Z353976674,O=c1[nH]c2ccc(S(=O)(=O)Nc3ccc(-n4cccn4)nc3)cc2[nH]1,enamine
Z353976698,Cc1cc(S(=O)(=O)Nc2ccc(-n3cccn3)nc2)c(C)s1,enamine
Z1626576158,Cc1nc(C2COCCN2C(=O)Nc2ncc(-c3ccccc3)s2)no1,enamine
Z354386372,COc1cccc(C(N)=O)c1OCc1coc(-c2cccc(F)c2)n1,enamine
Z1626415428,CC(C)(O)CCN1CCOC(c2noc(-c3ccccc3)n2)C1,enamine
Z1626211383,COc1cccc(-n2nc(C)c(C3COCCN3Cc3nnc(C4CC4)o3)c2C)c1,enamine
Z355286610,O=S(=O)(c1ccc(-c2csc(C3CC3)n2)cc1)N1CCCCC1,enamine
Z355286792,CCN(CC)S(=O)(=O)c1ccc(-c2csc(C3CC3)n2)cc1,enamine
Z355286816,O=S(=O)(c1ccc(-c2csc(C3CC3)n2)cc1)N1CCOCC1,enamine
Z1627274405,N#Cc1ccc(S(=O)(=O)Nc2ccc3cn[nH]c3c2)c(Cl)c1,enamine
Z978856304,Cc1ccccc1-c1noc(Cn2c(-c3ccccn3)noc2=O)n1,enamine
Z359418956,Cc1cc(C)n(-c2ccccc2NC(=O)c2cccc(-n3cnnn3)c2)n1,enamine
Z979194188,COc1cc(-c2ccccc2)sc1C(=O)N(C)Cc1nnc2ccccn12,enamine
Z1627327762,Cn1cc(-c2nc(C3COCCN3S(=O)(=O)c3ccccc3Cl)no2)cn1,enamine
Z358244274,Cc1cc(C)c(NC(=O)Cc2ccc(-n3cnnn3)cc2)c(C)c1,enamine
Z358259180,Cc1cc(S(=O)(=O)Nc2ccc(-n3ncc4c(=O)[nH]cnc43)cc2)c(C)s1,enamine
Z979908820,O=C(Cn1nc(-c2ccc(F)cc2)ccc1=O)N1CCCCCC1,enamine
Z980300170,O=C(NCc1ccc(Oc2ccccc2)nc1)c1cnccn1,enamine
Z1196968263,Cc1nc(S(=O)(=O)C(C)c2nnc(CC(C)C)o2)[nH]c1Cc1ccccc1,enamine
Z1627345145,Cc1ccc(CCC(=O)N2CCCCCC2c2noc(-c3cnn(C)c3)n2)o1,enamine
Z981077784,Cc1c(C(C)NC(=O)c2csnn2)cnn1-c1ccccc1,enamine
Z359416686,CC(C)NS(=O)(=O)c1ccc(C(=O)Nc2cccnc2-n2cccn2)cc1,enamine
Z359479128,O=C(NCc1nnc2ccccn12)c1ccc(-n2cc(Br)cn2)cc1,enamine
Z1627627565,CC1CC2CCCCC2N1S(=O)(=O)c1cccc(-c2nnco2)c1,enamine
Z1197303966,O=S(=O)(Nc1ccncc1)c1cccc(S(=O)(=O)N2CCCC2)c1,enamine
Z234896125,O=c1c2cccnc2ncn1Cc1noc(-c2ccc(Cl)cc2)n1,enamine
Z685557746,Clc1ccc(-c2n[nH]cc2-c2nnc(-c3ccncc3)o2)cc1,enamine
Z1198413225,COc1cc(C)sc1C(=O)Nc1ccn(Cc2ccncc2)n1,enamine
Z367678468,Cc1ccccc1-c1noc(C2CC(=O)N(c3ccccc3)C2)n1,enamine
Z362554980,Cc1cc2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,enamine
Z370706664,Cc1ccc(-c2noc(C3CC(=O)N(c4ccc5c(c4)OCO5)C3)n2)cc1,enamine
Z1197801492,Cc1ccc(CN2CC(c3nc(-c4ccncc4)no3)CC2=O)cc1,enamine
Z362559552,O=S(=O)(Nc1cccc(S(=O)(=O)C2CCCC2)c1)c1ccccc1Cl,enamine
Z362559638,O=S(=O)(Nc1cccc(S(=O)(=O)C2CCCC2)c1)c1ccccc1F,enamine
Z362559704,O=S(=O)(Nc1cccc(S(=O)(=O)C2CCCC2)c1)c1ccccc1,enamine
Z1197696004,c1ccc(-c2noc(-c3ccnc(-n4cncn4)c3)n2)nc1,enamine
Z237527052,CCC(CC)c1nc(Cc2nc3ccccc3[nH]2)no1,enamine
Z1198571531,Cc1cnn(CC(=O)Nc2cnn(-c3cccc(C(F)(F)F)c3)c2)c1,enamine
